index,ncaa_id,team,player_id,name,year,hometown,homestate,high_school,previous_school_clean,height_clean,position,jersey,url,season,team_state,conference,division,height_ft,height_in,total_inches,primary_position,secondary_position,position_clean,year_clean,redshirt,hs_clean,hometown_clean,state_clean,country_clean
0,721,Air Force,11807.0,Mackenzie Le,Freshman,Elk Grove,California,St. Francis,,"5'3""",G,1,https://www.goairforcefalcons.com/sports/womens-basketball/roster/mackenzie-le/11807,2022-23,CO,Mountain West,I,5.0,3.0,63.0,GUARD,,GUARD,Freshman,0,St. Francis,"ELK GROVE, CA",CA,USA
1,721,Air Force,11805.0,Milahnie Perry,Freshman,Tampa,Florida,Seffner Christian Academy,,"5'7""",G,2,https://www.goairforcefalcons.com/sports/womens-basketball/roster/milahnie-perry/11805,2022-23,CO,Mountain West,I,5.0,7.0,67.0,GUARD,,GUARD,Freshman,0,Seffner Christian Academy,"TAMPA, FL",FL,USA
2,721,Air Force,11801.0,Madison Smith,Sophomore,Connell,Washington,Connell,,"5'8""",G,4,https://www.goairforcefalcons.com/sports/womens-basketball/roster/madison-smith/11801,2022-23,CO,Mountain West,I,5.0,8.0,68.0,GUARD,,GUARD,Sophomore,0,Connell,"CONNELL, WA",WA,USA
3,721,Air Force,11795.0,Taylor Britt,Junior,Columbia,South Carolina,Spring Valley,USAFA Prep,"5'7""",G,5,https://www.goairforcefalcons.com/sports/womens-basketball/roster/taylor-britt/11795,2022-23,CO,Mountain West,I,5.0,7.0,67.0,GUARD,,GUARD,Junior,0,Spring Valley,"COLUMBIA, SC",SC,USA
4,721,Air Force,11796.0,Kamri Heath,Senior,Edmond,Oklahoma,Edmond North,,"5'7""",G,10,https://www.goairforcefalcons.com/sports/womens-basketball/roster/kamri-heath/11796,2022-23,CO,Mountain West,I,5.0,7.0,67.0,GUARD,,GUARD,Senior,0,Edmond North,"EDMOND, OK",OK,USA
5,721,Air Force,11800.0,Kayla Pilson,Junior,Houston,Texas,Westside,USAFA Prep,"5'10""",G/F,11,https://www.goairforcefalcons.com/sports/womens-basketball/roster/kayla-pilson/11800,2022-23,CO,Mountain West,I,5.0,10.0,70.0,GUARD,FORWARD,GUARD/FORWARD,Junior,0,Westside,"HOUSTON, TX",TX,USA
6,721,Air Force,11806.0,Faith Shelton,Freshman,Stockton,California,Lincoln,,"6'2""",C/F,13,https://www.goairforcefalcons.com/sports/womens-basketball/roster/faith-shelton/11806,2022-23,CO,Mountain West,I,6.0,2.0,74.0,FORWARD,CENTER,FORWARD/CENTER,Freshman,0,Lincoln,"STOCKTON, CA",CA,USA
7,721,Air Force,11804.0,Griffin Greenwood,Freshman,Monument,Colorado,Lewis-Palmer,,"5'11""",F,21,https://www.goairforcefalcons.com/sports/womens-basketball/roster/griffin-greenwood/11804,2022-23,CO,Mountain West,I,5.0,11.0,71.0,FORWARD,,FORWARD,Freshman,0,Lewis-Palmer,"MONUMENT, CO",CO,USA
8,721,Air Force,11803.0,Parker Brown,Freshman,Spokane,Washington,Mead,,"6'0""",F,23,https://www.goairforcefalcons.com/sports/womens-basketball/roster/parker-brown/11803,2022-23,CO,Mountain West,I,6.0,0.0,72.0,FORWARD,,FORWARD,Freshman,0,Mead,"SPOKANE, WA",WA,USA
9,721,Air Force,11798.0,Dasha Macmillan,Junior,Colleyville,Texas,Grapevine,,"6'0""",F,30,https://www.goairforcefalcons.com/sports/womens-basketball/roster/dasha-macmillan/11798,2022-23,CO,Mountain West,I,6.0,0.0,72.0,FORWARD,,FORWARD,Junior,0,Grapevine,"COLLEYVILLE, TX",TX,USA
10,721,Air Force,11802.0,Emily Adams,Freshman,Lebanon,Ohio,Bishop Fenwick,USAFA Prep,"6'0""",F,31,https://www.goairforcefalcons.com/sports/womens-basketball/roster/emily-adams/11802,2022-23,CO,Mountain West,I,6.0,0.0,72.0,FORWARD,,FORWARD,Freshman,0,Bishop Fenwick,"LEBANON, OH",OH,USA
11,721,Air Force,11799.0,Nikki McDonald,Senior,Chicago,Illinois,St. Ignatius College Prep,,"5'11""",F,33,https://www.goairforcefalcons.com/sports/womens-basketball/roster/nikki-mcdonald/11799,2022-23,CO,Mountain West,I,5.0,11.0,71.0,FORWARD,,FORWARD,Senior,0,St. Ignatius College Prep,"CHICAGO, IL",IL,USA
12,721,Air Force,11797.0,Jo Huntimer,Sophomore,Honolulu,Hawaii,Iolani,,"5'7""",G,40,https://www.goairforcefalcons.com/sports/womens-basketball/roster/jo-huntimer/11797,2022-23,CO,Mountain West,I,5.0,7.0,67.0,GUARD,,GUARD,Sophomore,0,Iolani,"HONOLULU, HI",HI,USA
13,697,Texas A&M,11255.0,Sydney Bowles,Freshman,Lithonia,Georgia,Woodward Academy,,"6'0""",Guard,0,https://www.12thman.com/sports/womens-basketball/roster/sydney-bowles/11255,2022-23,TX,SEC,I,6.0,0.0,72.0,GUARD,,GUARD,Freshman,0,Woodward Academy,"LITHONIA, GEORGIA",GA,USA
14,697,Texas A&M,11257.0,Mya Petticord,Freshman,Detroit,Michigan,Arbor Prep,,"5'9""",Guard,1,https://www.12thman.com/sports/womens-basketball/roster/mya-petticord/11257,2022-23,TX,SEC,I,5.0,9.0,69.0,GUARD,,GUARD,Freshman,0,Arbor Prep,"DETROIT, MICHIGAN",MI,USA
15,697,Texas A&M,11254.0,Janiah Barker,Freshman,Marietta,Georgia,Montverde Academy,,"6'4""",Forward,2,https://www.12thman.com/sports/womens-basketball/roster/janiah-barker/11254,2022-23,TX,SEC,I,6.0,4.0,76.0,FORWARD,,FORWARD,Freshman,0,Montverde Academy,"MARIETTA, GEORGIA",GA,USA
16,697,Texas A&M,11256.0,Tineya Hylton,Sophomore,Toronto,"Ontario, Canada",Royal Crown Academic School,Georgia,"5'7""",Guard,3,https://www.12thman.com/sports/womens-basketball/roster/tineya-hylton/11256,2022-23,TX,SEC,I,5.0,7.0,67.0,GUARD,,GUARD,Sophomore,0,Royal Crown Academic School,"TORONTO, ONTARIO, CANADA",,CANADA
17,697,Texas A&M,10778.0,Kay Kay Green,Junior,Chicago,Ill,Whitney Young,,"5'6""",Guard,4,https://www.12thman.com/sports/womens-basketball/roster/kay-kay-green/10778,2022-23,TX,SEC,I,5.0,6.0,66.0,GUARD,,GUARD,Junior,0,Whitney Young,"CHICAGO, ILL",IL,USA
18,697,Texas A&M,10784.0,Jada Malone,Sophomore,Spring,Texas,The Village School,,"6'3""",Forward,13,https://www.12thman.com/sports/womens-basketball/roster/jada-malone/10784,2022-23,TX,SEC,I,6.0,3.0,75.0,FORWARD,,FORWARD,Sophomore,0,The Village School,"SPRING, TEXAS",TX,USA
19,697,Texas A&M,10781.0,Maliyah Johnson,Junior,Chicago,Ill,Summer Creek,,"6'3""",Forward,14,https://www.12thman.com/sports/womens-basketball/roster/maliyah-johnson/10781,2022-23,TX,SEC,I,6.0,3.0,75.0,FORWARD,,FORWARD,Junior,0,Summer Creek,"CHICAGO, ILL",IL,USA
20,697,Texas A&M,10783.0,Eriny Kindred,Sophomore,Del Valle,Texas,Del Valle,,"5'10""",Guard,21,https://www.12thman.com/sports/womens-basketball/roster/eriny-kindred/10783,2022-23,TX,SEC,I,5.0,10.0,70.0,GUARD,,GUARD,Sophomore,0,Del Valle,"DEL VALLE, TEXAS",TX,USA
21,697,Texas A&M,10779.0,McKinzie Green,Graduate Student,Manvel,Texas,Manvel,,"5'6""",Guard,23,https://www.12thman.com/sports/womens-basketball/roster/mckinzie-green/10779,2022-23,TX,SEC,I,5.0,6.0,66.0,GUARD,,GUARD,Graduate Student,0,Manvel,"MANVEL, TEXAS",TX,USA
22,697,Texas A&M,10782.0,Sahara Jones,Junior,San Antonio,Texas,Memorial,,"6'0""",Guard,24,https://www.12thman.com/sports/womens-basketball/roster/sahara-jones/10782,2022-23,TX,SEC,I,6.0,0.0,72.0,GUARD,,GUARD,Junior,0,Memorial,"SAN ANTONIO, TEXAS",TX,USA
23,697,Texas A&M,10787.0,Aaliyah Patty,Graduate Student,West Chester,Ill,Montini Catholic,Ohio State,"6'3""",Forward,32,https://www.12thman.com/sports/womens-basketball/roster/aaliyah-patty/10787,2022-23,TX,SEC,I,6.0,3.0,75.0,FORWARD,,FORWARD,Graduate Student,0,Montini Catholic,"WEST CHESTER, ILL",IL,USA
24,697,Texas A&M,10790.0,Sydnee Roby,Senior,Milwaukee,Wis,Rufus King HS,Miami,"6'3""",Center,44,https://www.12thman.com/sports/womens-basketball/roster/sydnee-roby/10790,2022-23,TX,SEC,I,6.0,3.0,75.0,CENTER,,CENTER,Senior,0,Rufus King HS,"MILWAUKEE, WIS",WI,USA
25,8,Alabama,8240.0,Loyal McQueen,Junior,Florence,SC.,Wilson HS,Georgia Tech,"5'8""",Guard,0,https://www.rolltide.com/sports/womens-basketball/roster/loyal-mcqueen/8240,2022-23,AL,SEC,I,5.0,8.0,68.0,GUARD,,GUARD,Junior,0,Wilson HS,"FLORENCE, SC",SC,USA
26,8,Alabama,8236.0,Megan Abrams,Graduate Student,Lafayette,Louisiana,Lafayette Christian Academy,,"5'9""",Guard,1,https://www.rolltide.com/sports/womens-basketball/roster/megan-abrams/8236,2022-23,AL,SEC,I,5.0,9.0,69.0,GUARD,,GUARD,Graduate Student,0,Lafayette Christian Academy,"LAFAYETTE, LA",LA,USA
27,8,Alabama,8246.0,Sarah Ashlee Barker,Junior,Birmingham,Ala,Spain Park HS,Georgia,"6'0""",Guard,3,https://www.rolltide.com/sports/womens-basketball/roster/sarah-ashlee-barker/8246,2022-23,AL,SEC,I,6.0,0.0,72.0,GUARD,,GUARD,Junior,0,Spain Park HS,"BIRMINGHAM, ALA",AL,USA
28,8,Alabama,8241.0,JaMya Mingo-Young,Senior,Bogalusa,Louisiana,Loranger HS,Mississippi State,"5'8""",Guard,4,https://www.rolltide.com/sports/womens-basketball/roster/jamya-mingo-young/8241,2022-23,AL,SEC,I,5.0,8.0,68.0,GUARD,,GUARD,Senior,0,Loranger HS,"BOGALUSA, LA",LA,USA
29,8,Alabama,8237.0,Hannah Barber,Graduate Student,Homewood,Ala,Homewood HS,,"5'6""",Guard,5,https://www.rolltide.com/sports/womens-basketball/roster/hannah-barber/8237,2022-23,AL,SEC,I,5.0,6.0,66.0,GUARD,,GUARD,Graduate Student,0,Homewood HS,"HOMEWOOD, ALA",AL,USA
30,8,Alabama,8247.0,Ryan Cobbins,Senior,Kansas City,Kan,Piper HS,North Dakota State,"6'0""",Guard/Forward,10,https://www.rolltide.com/sports/womens-basketball/roster/ryan-cobbins/8247,2022-23,AL,SEC,I,6.0,0.0,72.0,GUARD,FORWARD,GUARD/FORWARD,Senior,0,Piper HS,"KANSAS CITY, KAN",KS,USA
31,8,Alabama,8249.0,JeAnna Cunningham,Junior,Brentwood,NY.,St. Francis Prep,West Virginia,"6'4""",Center,13,https://www.rolltide.com/sports/womens-basketball/roster/jeanna-cunningham/8249,2022-23,AL,SEC,I,6.0,4.0,76.0,CENTER,,CENTER,Junior,0,St. Francis Prep,"BRENTWOOD, NY",NY,USA
32,8,Alabama,8239.0,Myra Gordon,Junior,Fort Worth,Texas,L.D. Bell HS,,"6'0""",Guard,15,https://www.rolltide.com/sports/womens-basketball/roster/myra-gordon/8239,2022-23,AL,SEC,I,6.0,0.0,72.0,GUARD,,GUARD,Junior,0,L.D. Bell HS,"FORT WORTH, TEXAS",TX,USA
33,8,Alabama,8245.0,Karly Weathers,Freshman,Loretto,Tenn,Loretto HS,,"5'11""",Guard,22,https://www.rolltide.com/sports/womens-basketball/roster/karly-weathers/8245,2022-23,AL,SEC,I,5.0,11.0,71.0,GUARD,,GUARD,Freshman,0,Loretto HS,"LORETTO, TENN",TN,USA
34,8,Alabama,8238.0,Brittany Davis,Graduate Student,Manchester,Georgia,Greenville HS,Gulf Coast State College,"5'9""",Guard,23,https://www.rolltide.com/sports/womens-basketball/roster/brittany-davis/8238,2022-23,AL,SEC,I,5.0,9.0,69.0,GUARD,,GUARD,Graduate Student,0,Greenville HS,"MANCHESTER, GA",GA,USA
35,8,Alabama,8242.0,Jada Rice,Graduate Student,Suwanee,Georgia,Collins Hill HS,NC State,"6'4""",Center,31,https://www.rolltide.com/sports/womens-basketball/roster/jada-rice/8242,2022-23,AL,SEC,I,6.0,4.0,76.0,CENTER,,CENTER,Graduate Student,0,Collins Hill HS,"SUWANEE, GA",GA,USA
36,8,Alabama,8248.0,Aaliyah Nye,Junior,East Lansing,Mich,East Lansing HS,Illinois,"6'0""",Guard/Forward,32,https://www.rolltide.com/sports/womens-basketball/roster/aaliyah-nye/8248,2022-23,AL,SEC,I,6.0,0.0,72.0,GUARD,FORWARD,GUARD/FORWARD,Junior,0,East Lansing HS,"EAST LANSING, MICH",MI,USA
37,8,Alabama,8244.0,Khyla Wade-Warren,Junior,Selmer,Tenn,McNairy Central HS,Texas Tech,"6'2""",Forward,33,https://www.rolltide.com/sports/womens-basketball/roster/khyla-wade-warren/8244,2022-23,AL,SEC,I,6.0,2.0,74.0,FORWARD,,FORWARD,Junior,0,McNairy Central HS,"SELMER, TENN",TN,USA
38,29,Arizona,14549.0,Shaina Pellington,Fifth Year,Pickering,"Ontario, Canada",Dunbarton,Oklahoma,"5'8""",Guard,1,https://www.arizonawildcats.com/sports/womens-basketball/roster/shaina-pellington/14549,2022-23,AZ,Pac-12,I,5.0,8.0,68.0,GUARD,,GUARD,Fifth Year,0,Dunbarton,"PICKERING, ONTARIO, CANADA",,CANADA
39,29,Arizona,14552.0,Madison Conner,Sophomore,Chandler,Ariz,Compass Prep,,"5'11""",Guard,4,https://www.arizonawildcats.com/sports/womens-basketball/roster/madison-conner/14552,2022-23,AZ,Pac-12,I,5.0,11.0,71.0,GUARD,,GUARD,Sophomore,0,Compass Prep,"CHANDLER, ARIZ",AZ,USA
40,29,Arizona,14558.0,Lemyah Hylton,Freshman,Mississauga,Ontario,Southwest Academy Girls Prep HS,,"5'11""",Guard,10,https://www.arizonawildcats.com/sports/womens-basketball/roster/lemyah-hylton/14558,2022-23,AZ,Pac-12,I,5.0,11.0,71.0,GUARD,,GUARD,Freshman,0,Southwest Academy Girls Prep HS,"MISSISSAUGA, ONTARIO",,CANADA
41,29,Arizona,14555.0,Esmery Martinez,Senior,Hato Mayor Del Ray,Dominican Republic,,,"6'2""",Forward,12,https://www.arizonawildcats.com/sports/womens-basketball/roster/esmery-martinez/14555,2022-23,AZ,Pac-12,I,6.0,2.0,74.0,FORWARD,,FORWARD,Senior,0,,"HATO MAYOR DEL RAY, DOMINICAN REPUBLIC",,DOMINICAN REPUBLIC
42,29,Arizona,14553.0,Helena Pueyo,Senior,Palma de Mallorca,Spain,,,"6'0""",Guard,13,https://www.arizonawildcats.com/sports/womens-basketball/roster/helena-pueyo/14553,2022-23,AZ,Pac-12,I,6.0,0.0,72.0,GUARD,,GUARD,Senior,0,,"PALMA DE MALLORCA, SPAIN",,SPAIN
43,29,Arizona,14560.0,Kailyn Gilbert,Freshman,Tampa Bay,Fla,IMG Academy,,"5'8""",Guard,15,https://www.arizonawildcats.com/sports/womens-basketball/roster/kailyn-gilbert/14560,2022-23,AZ,Pac-12,I,5.0,8.0,68.0,GUARD,,GUARD,Freshman,0,IMG Academy,"TAMPA BAY, FLA",FL,USA
44,29,Arizona,14557.0,Paris Clark,Freshman,The Bronx,NY.,Long Island Lutheran HS,,"5'8""",Guard,22,https://www.arizonawildcats.com/sports/womens-basketball/roster/paris-clark/14557,2022-23,AZ,Pac-12,I,5.0,8.0,68.0,GUARD,,GUARD,Freshman,0,Long Island Lutheran HS,"THE BRONX, NY",NY,USA
45,29,Arizona,14554.0,Lauren Fields,Senior,Shawnee,Okla,Shawnee HS,Oklahoma State,"5'9""",Guard,23,https://www.arizonawildcats.com/sports/womens-basketball/roster/lauren-fields/14554,2022-23,AZ,Pac-12,I,5.0,9.0,69.0,GUARD,,GUARD,Senior,0,Shawnee HS,"SHAWNEE, OKLA",OK,USA
46,29,Arizona,14551.0,Cate Reese,Fifth Year,Cypress,Texas,Cypress Woods HS,,"6'2""",Forward,25,https://www.arizonawildcats.com/sports/womens-basketball/roster/cate-reese/14551,2022-23,AZ,Pac-12,I,6.0,2.0,74.0,FORWARD,,FORWARD,Fifth Year,0,Cypress Woods HS,"CYPRESS, TEXAS",TX,USA
47,29,Arizona,14556.0,Jade Loville,Fifth Year,Scottsdale,Ariz,Skyline HS (Wash.),Arizona State,"5'11""",Guard/Forward,30,https://www.arizonawildcats.com/sports/womens-basketball/roster/jade-loville/14556,2022-23,AZ,Pac-12,I,5.0,11.0,71.0,GUARD,FORWARD,GUARD/FORWARD,Fifth Year,0,Skyline HS (Wash.),"SCOTTSDALE, ARIZ",AZ,USA
48,29,Arizona,14550.0,Lauren Ware,Junior,Bismarck,ND.,Century HS,,"6'5""",Forward,32,https://www.arizonawildcats.com/sports/womens-basketball/roster/lauren-ware/14550,2022-23,AZ,Pac-12,I,6.0,5.0,77.0,FORWARD,,FORWARD,Junior,0,Century HS,"BISMARCK, ND",ND,USA
49,29,Arizona,14559.0,Maya Nnaji,Freshman,Hopkins,Minn,Hopkins HS,,"6'4""",Forward,34,https://www.arizonawildcats.com/sports/womens-basketball/roster/maya-nnaji/14559,2022-23,AZ,Pac-12,I,6.0,4.0,76.0,FORWARD,,FORWARD,Freshman,0,Hopkins HS,"HOPKINS, MINN",MN,USA
50,725,Army,19307.0,Jaida Strippoli,Senior,Ossining,NY.,Ossining,,"5'6""",Guard,0,https://www.goarmywestpoint.com/sports/womens-basketball/roster/jaida-strippoli/19307,2022-23,NY,Patriot,I,5.0,6.0,66.0,GUARD,,GUARD,Senior,0,Ossining,"OSSINING, NY",NY,USA
51,725,Army,19294.0,Melanie George,Junior,Fairfax,Virginia,Fairfax,,"5'5""",Guard,1,https://www.goarmywestpoint.com/sports/womens-basketball/roster/melanie-george/19294,2022-23,NY,Patriot,I,5.0,5.0,65.0,GUARD,,GUARD,Junior,0,Fairfax,"FAIRFAX, VA",VA,USA
52,725,Army,19301.0,Sam McNaughton,Junior,Fairfax,Virginia,Fairfax,,"5'7""",Guard,2,https://www.goarmywestpoint.com/sports/womens-basketball/roster/sam-mcnaughton/19301,2022-23,NY,Patriot,I,5.0,7.0,67.0,GUARD,,GUARD,Junior,0,Fairfax,"FAIRFAX, VA",VA,USA
53,725,Army,19304.0,Natalie Rhine,Senior,Allentown,Pennsylvania,Bethlehem Catholic (USMAPS),,"5'6""",Guard,3,https://www.goarmywestpoint.com/sports/womens-basketball/roster/natalie-rhine/19304,2022-23,NY,Patriot,I,5.0,6.0,66.0,GUARD,,GUARD,Senior,0,Bethlehem Catholic (USMAPS),"ALLENTOWN, PA",PA,USA
54,725,Army,19295.0,Kamryn Hall,Senior,Sacramento,Calif,CK McClatchy,,"5'11""",Forward,4,https://www.goarmywestpoint.com/sports/womens-basketball/roster/kamryn-hall/19295,2022-23,NY,Patriot,I,5.0,11.0,71.0,FORWARD,,FORWARD,Senior,0,CK McClatchy,"SACRAMENTO, CALIF",CA,USA
55,725,Army,19360.0,Addison Ainsworth,Freshman,Olympia,Wash,Black Hills HS,,"6'0""",Forward,10,https://www.goarmywestpoint.com/sports/womens-basketball/roster/addison-ainsworth/19360,2022-23,NY,Patriot,I,6.0,0.0,72.0,FORWARD,,FORWARD,Freshman,0,Black Hills HS,"OLYMPIA, WASH",WA,USA
56,725,Army,19298.0,Sabria Hunter,Senior,Austintown,Ohio,Austintown Fitch,,"6'1""",Forward,11,https://www.goarmywestpoint.com/sports/womens-basketball/roster/sabria-hunter/19298,2022-23,NY,Patriot,I,6.0,1.0,73.0,FORWARD,,FORWARD,Senior,0,Austintown Fitch,"AUSTINTOWN, OHIO",OH,USA
57,725,Army,19299.0,Vasana Kearney,Sophomore,Grand Prairie,Texas,South Grand Prairie,,"5'8""",Guard,12,https://www.goarmywestpoint.com/sports/womens-basketball/roster/vasana-kearney/19299,2022-23,NY,Patriot,I,5.0,8.0,68.0,GUARD,,GUARD,Sophomore,0,South Grand Prairie,"GRAND PRAIRIE, TEXAS",TX,USA
58,725,Army,19296.0,Trinity Hardy,Sophomore,Lakeland,Fla,Winter Haven,,"5'8""",Guard,13,https://www.goarmywestpoint.com/sports/womens-basketball/roster/trinity-hardy/19296,2022-23,NY,Patriot,I,5.0,8.0,68.0,GUARD,,GUARD,Sophomore,0,Winter Haven,"LAKELAND, FLA",FL,USA
59,725,Army,19292.0,Hope Brown,Senior,Phillipsburg,NJ.,Bethlehem Catholic (USMAPS),,"5'9""",Guard,14,https://www.goarmywestpoint.com/sports/womens-basketball/roster/hope-brown/19292,2022-23,NY,Patriot,I,5.0,9.0,69.0,GUARD,,GUARD,Senior,0,Bethlehem Catholic (USMAPS),"PHILLIPSBURG, NJ",NJ,USA
60,725,Army,19361.0,Reese Ericson,Freshman,Lake Oswego,Ore,Lakeridge HS,,"5'6""",Guard,21,https://www.goarmywestpoint.com/sports/womens-basketball/roster/reese-ericson/19361,2022-23,NY,Patriot,I,5.0,6.0,66.0,GUARD,,GUARD,Freshman,0,Lakeridge HS,"LAKE OSWEGO, ORE",OR,USA
61,725,Army,19365.0,Charlotte Richman,Freshman,Portland,Ore,Ida B. Wells-Barnet HS,,"5'7""",Guard,22,https://www.goarmywestpoint.com/sports/womens-basketball/roster/charlotte-richman/19365,2022-23,NY,Patriot,I,5.0,7.0,67.0,GUARD,,GUARD,Freshman,0,Ida B. Wells-Barnet HS,"PORTLAND, ORE",OR,USA
62,725,Army,19310.0,Reagan Warren,Junior,Rowlett,Texas,Rowlett HS,,"5'10""",Forward,23,https://www.goarmywestpoint.com/sports/womens-basketball/roster/reagan-warren/19310,2022-23,NY,Patriot,I,5.0,10.0,70.0,FORWARD,,FORWARD,Junior,0,Rowlett HS,"ROWLETT, TEXAS",TX,USA
63,725,Army,19366.0,Alivia Stephens-Kirkman,Freshman,Puyallup,Wash,Issaquah HS,,"5'10""",Guard/Forward,24,https://www.goarmywestpoint.com/sports/womens-basketball/roster/alivia-stephens-kirkman/19366,2022-23,NY,Patriot,I,5.0,10.0,70.0,GUARD,FORWARD,GUARD/FORWARD,Freshman,0,Issaquah HS,"PUYALLUP, WASH",WA,USA
64,725,Army,19362.0,Julianna Laguna,Freshman,Staten Island,NY.,Christ the King HS,,"5'10""",Guard,25,https://www.goarmywestpoint.com/sports/womens-basketball/roster/julianna-laguna/19362,2022-23,NY,Patriot,I,5.0,10.0,70.0,GUARD,,GUARD,Freshman,0,Christ the King HS,"STATEN ISLAND, NY",NY,USA
65,725,Army,19363.0,Linden Madison,Freshman,Midlothian,Virginia,Monacan HS,,"6'1""",Forward,31,https://www.goarmywestpoint.com/sports/womens-basketball/roster/linden-madison/19363,2022-23,NY,Patriot,I,6.0,1.0,73.0,FORWARD,,FORWARD,Freshman,0,Monacan HS,"MIDLOTHIAN, VA",VA,USA
66,725,Army,19300.0,Lauren Lithgow,Junior,Manasquan,NJ.,St. Rose,,"5'9""",Guard,34,https://www.goarmywestpoint.com/sports/womens-basketball/roster/lauren-lithgow/19300,2022-23,NY,Patriot,I,5.0,9.0,69.0,GUARD,,GUARD,Junior,0,St. Rose,"MANASQUAN, NJ",NJ,USA
67,725,Army,19303.0,McKenzie Muse,Junior,Bryant,Ark,Bryant,,"6'2""",Forward,35,https://www.goarmywestpoint.com/sports/womens-basketball/roster/mckenzie-muse/19303,2022-23,NY,Patriot,I,6.0,2.0,74.0,FORWARD,,FORWARD,Junior,0,Bryant,"BRYANT, ARK",AR,USA
68,725,Army,19364.0,Sara McShea,Freshman,Hainesport,NJ.,Paul VI,,"5'10""",Guard,44,https://www.goarmywestpoint.com/sports/womens-basketball/roster/sara-mcshea/19364,2022-23,NY,Patriot,I,5.0,10.0,70.0,GUARD,,GUARD,Freshman,0,Paul VI,"HAINESPORT, NJ",NJ,USA
69,37,Auburn,18261.0,Amoura Graves,Sophomore,Ponchatoula,Louisiana,Ponchatoula HS,,"6'0""",Guard/Forward,0,https://www.auburntigers.com/sports/womens-basketball/roster/amoura-graves/18261,2022-23,AL,SEC,I,6.0,0.0,72.0,GUARD,FORWARD,GUARD/FORWARD,Sophomore,0,Ponchatoula HS,"PONCHATOULA, LA",LA,USA
70,37,Auburn,18268.0,Mya Pratcher,Freshman,Memphis,Tenn,Bartlett HS,,"6'1""",Forward,1,https://www.auburntigers.com/sports/womens-basketball/roster/mya-pratcher/18268,2022-23,AL,SEC,I,6.0,1.0,73.0,FORWARD,,FORWARD,Freshman,0,Bartlett HS,"MEMPHIS, TENN",TN,USA
71,37,Auburn,18266.0,Sania Wells,Senior,Moss Point,Miss,East Central HS,,"5'7""",Guard,2,https://www.auburntigers.com/sports/womens-basketball/roster/sania-wells/18266,2022-23,AL,SEC,I,5.0,7.0,67.0,GUARD,,GUARD,Senior,0,East Central HS,"MOSS POINT, MISS",MS,USA
72,37,Auburn,18269.0,Jakayla Johnson,Junior,Clinton,Miss,Clinton HS,Jones College,"5'9""",Guard,3,https://www.auburntigers.com/sports/womens-basketball/roster/jakayla-johnson/18269,2022-23,AL,SEC,I,5.0,9.0,69.0,GUARD,,GUARD,Junior,0,Clinton HS,"CLINTON, MISS",MS,USA
73,37,Auburn,18270.0,Kaitlyn Duhon,Freshman,Houston,Texas,Summer Creek HS,,"5'10""",Guard,4,https://www.auburntigers.com/sports/womens-basketball/roster/kaitlyn-duhon/18270,2022-23,AL,SEC,I,5.0,10.0,70.0,GUARD,,GUARD,Freshman,0,Summer Creek HS,"HOUSTON, TEXAS",TX,USA
74,37,Auburn,18260.0,Aicha Coulibaly,Junior,Mali,,IMG Academy,,"6'0""",Guard,5,https://www.auburntigers.com/sports/womens-basketball/roster/aicha-coulibaly/18260,2022-23,AL,SEC,I,6.0,0.0,72.0,GUARD,,GUARD,Junior,0,IMG Academy,MALI,,MALI
75,37,Auburn,18271.0,Sydney Shaw,Freshman,Miami,Fla,DME Academy,,"5'9""",Guard,10,https://www.auburntigers.com/sports/womens-basketball/roster/sydney-shaw/18271,2022-23,AL,SEC,I,5.0,9.0,69.0,GUARD,,GUARD,Freshman,0,DME Academy,"MIAMI, FLA",FL,USA
76,37,Auburn,18263.0,Romi Levy,Junior,Herzliya,Israel,Hof Hasharon HS,,"6'3""",Forward,11,https://www.auburntigers.com/sports/womens-basketball/roster/romi-levy/18263,2022-23,AL,SEC,I,6.0,3.0,75.0,FORWARD,,FORWARD,Junior,0,Hof Hasharon HS,"HERZLIYA, ISRAEL",,ISRAEL
77,37,Auburn,18259.0,Mar'shaun Bostic,Sophomore,St. Louis,Missouri,Vashon HS,,"5'8""",Guard,12,https://www.auburntigers.com/sports/womens-basketball/roster/mar-shaun-bostic/18259,2022-23,AL,SEC,I,5.0,8.0,68.0,GUARD,,GUARD,Sophomore,0,Vashon HS,"ST LOUIS, MO",MO,USA
78,37,Auburn,18275.0,Oyindamola Akinbolawa,Freshman,Lagos,Nigeria,,,"6'5""",Center,20,https://www.auburntigers.com/sports/womens-basketball/roster/oyindamola-akinbolawa/18275,2022-23,AL,SEC,I,6.0,5.0,77.0,CENTER,,CENTER,Freshman,0,,"LAGOS, NIGERIA",,NIGERIA
79,37,Auburn,18272.0,Audia Young,Freshman,Tallahassee,Fla,Florida High,,"5'9""",Guard,21,https://www.auburntigers.com/sports/womens-basketball/roster/audia-young/18272,2022-23,AL,SEC,I,5.0,9.0,69.0,GUARD,,GUARD,Freshman,0,Florida High,"TALLAHASSEE, FLA",FL,USA
80,37,Auburn,18265.0,Honesty Scott-Grayson,Redshirt Senior,Brick,NJ.,Paul VI HS,Baylor,"5'9""",Guard,23,https://www.auburntigers.com/sports/womens-basketball/roster/honesty-scott-grayson/18265,2022-23,AL,SEC,I,5.0,9.0,69.0,GUARD,,GUARD,Senior,1,Paul VI HS,"BRICK, NJ",NJ,USA
